fan_id,household_id,fan_segment,city,state,acquisition_channel,total_orders,total_tickets,total_revenue,group_orders,group_tickets,group_revenue,avg_tickets_per_order,group_sales_score,upgrade_potential_score,days_since_last_game,email_opt_in,sms_opt_in,recommended_crm_action,group_sales_priority,recommended_contact_channel
FAN0008958,HH0008958,corporate_group,Madison,AL,sponsorship_relationship,4,148,3087.10,4,148,3087.10,37.00,100,75,0,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0003301,HH0003301,corporate_group,Madison,AL,group_sales_rep,5,153,3073.73,5,153,3073.73,30.60,100,75,373,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0042923,HH0042923,corporate_group,Athens,AL,sponsorship_relationship,3,154,3039.94,3,154,3039.94,51.33,100,75,145,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0033737,HH0033737,corporate_group,Madison,AL,sponsorship_relationship,3,148,3038.54,3,148,3038.54,49.33,100,85,520,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0003029,HH0003029,corporate_group,Decatur,AL,group_sales_rep,5,151,3029.29,5,151,3029.29,30.20,100,85,126,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0018255,HH0018255,corporate_group,Decatur,AL,sponsorship_relationship,3,148,3026.47,3,148,3026.47,49.33,100,85,74,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002582,HH0002582,corporate_group,Athens,AL,sponsorship_relationship,5,151,2961.33,5,151,2961.33,30.20,100,85,738,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001364,HH0001364,group_buyer,Meridianville,AL,group_sales_rep,8,205,2941.95,8,205,2941.95,25.63,100,85,427,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001176,HH0001176,group_buyer,Huntsville,AL,community_event,9,210,2878.37,9,210,2878.37,23.33,100,85,130,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0013304,HH0013304,group_buyer,Madison,AL,group_sales_rep,9,191,2783.42,9,191,2783.42,21.22,100,85,106,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001496,HH0001496,group_buyer,Athens,AL,community_event,9,191,2750.80,9,191,2750.80,21.22,100,85,371,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002068,HH0002068,group_buyer,Meridianville,AL,group_sales_rep,7,193,2712.34,7,193,2712.34,27.57,100,85,518,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000852,HH0000852,group_buyer,Birmingham,AL,group_sales_rep,7,187,2680.32,7,187,2680.32,26.71,100,75,480,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0004387,HH0004387,group_buyer,Madison,AL,group_sales_rep,8,185,2647.71,8,185,2647.71,23.13,100,85,437,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000374,HH0000374,group_buyer,Huntsville,AL,community_event,7,181,2636.79,7,181,2636.79,25.86,100,85,842,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0005792,HH0005792,group_buyer,Decatur,AL,website,7,193,2609.49,7,193,2609.49,27.57,100,85,508,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0007917,HH0007917,group_buyer,Harvest,AL,group_sales_rep,8,186,2586.07,8,186,2586.07,23.25,100,85,96,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002631,HH0002631,group_buyer,Huntsville,AL,group_sales_rep,6,171,2497.03,6,171,2497.03,28.50,100,85,144,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0003493,HH0003493,group_buyer,Decatur,AL,community_event,8,174,2480.95,8,174,2480.95,21.75,100,85,43,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002251,HH0002251,group_buyer,Decatur,AL,website,9,172,2456.02,9,172,2456.02,19.11,100,75,467,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0010482,HH0010482,group_buyer,Huntsville,AL,community_event,8,170,2418.23,8,170,2418.23,21.25,100,85,105,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000890,HH0000890,group_buyer,Huntsville,AL,community_event,7,164,2375.37,7,164,2375.37,23.43,100,85,28,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002069,HH0002069,group_buyer,Huntsville,AL,community_event,7,165,2257.11,7,165,2257.11,23.57,100,85,33,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0004450,HH0004450,group_buyer,Madison,AL,group_sales_rep,6,159,2250.31,6,159,2250.31,26.50,100,85,400,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001978,HH0001978,group_buyer,Huntsville,AL,website,6,158,2248.83,6,158,2248.83,26.33,100,85,476,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0003859,HH0003859,group_buyer,Harvest,AL,community_event,6,156,2215.69,6,156,2215.69,26.00,100,85,128,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001257,HH0001257,group_buyer,Madison,AL,group_sales_rep,6,161,2178.35,6,161,2178.35,26.83,100,85,130,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000482,HH0000482,group_buyer,Athens,AL,website,7,150,2142.46,7,150,2142.46,21.43,100,85,92,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0011155,HH0011155,group_buyer,Madison,AL,website,5,148,2112.50,5,148,2112.50,29.60,100,75,4,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0014577,HH0014577,group_buyer,Athens,AL,website,7,154,2106.44,7,154,2106.44,22.00,100,85,379,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001478,HH0001478,group_buyer,Harvest,AL,group_sales_rep,5,151,2075.33,5,151,2075.33,30.20,100,85,477,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0021567,HH0021567,corporate_group,Athens,AL,group_sales_rep,3,146,3045.18,3,146,3045.18,48.67,99,85,505,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0055806,HH0055806,corporate_group,Florence,AL,sponsorship_relationship,4,147,3030.77,4,147,3030.77,36.75,99,85,107,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0035765,HH0035765,corporate_group,Harvest,AL,group_sales_rep,4,143,3016.59,4,143,3016.59,35.75,99,75,108,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0003042,HH0003042,corporate_group,Huntsville,AL,sponsorship_relationship,5,147,2993.27,5,147,2993.27,29.40,99,85,801,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0005482,HH0005482,corporate_group,Chattanooga,TN,group_sales_rep,5,143,2943.45,5,143,2943.45,28.60,99,85,466,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0023323,HH0023323,corporate_group,Huntsville,AL,ticket_rep,3,145,2909.91,3,145,2909.91,48.33,99,75,130,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0016955,HH0016955,corporate_group,Athens,AL,group_sales_rep,3,146,2889.26,3,146,2889.26,48.67,99,85,145,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0054759,HH0054759,corporate_group,Huntsville,AL,group_sales_rep,4,145,2846.21,4,145,2846.21,36.25,99,75,16,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0039061,HH0039061,corporate_group,Huntsville,AL,ticket_rep,4,144,2828.94,4,144,2828.94,36.00,99,85,140,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0020461,HH0020461,corporate_group,Madison,AL,group_sales_rep,3,143,2808.66,3,143,2808.66,47.67,99,85,462,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0007461,HH0007461,group_buyer,Huntsville,AL,group_sales_rep,6,145,2108.84,6,145,2108.84,24.17,99,75,163,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0003505,HH0003505,group_buyer,Chattanooga,TN,website,6,145,2079.67,6,145,2079.67,24.17,99,75,31,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0011243,HH0011243,group_buyer,Decatur,AL,community_event,5,147,2077.43,5,147,2077.43,29.40,99,85,89,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0027897,HH0027897,group_buyer,Madison,AL,website,5,147,2073.33,5,147,2073.33,29.40,99,85,156,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0013588,HH0013588,group_buyer,Madison,AL,website,5,143,2055.35,5,143,2055.35,28.60,99,85,15,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000976,HH0000976,group_buyer,Chattanooga,TN,community_event,7,143,1910.85,7,143,1910.85,20.43,99,85,803,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0025199,HH0025199,corporate_group,Madison,AL,ticket_rep,5,140,2985.36,5,140,2985.36,28.00,98,85,128,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0062998,HH0062998,corporate_group,Chattanooga,TN,group_sales_rep,4,141,2864.73,4,141,2864.73,35.25,98,85,15,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0020352,HH0020352,corporate_group,Huntsville,AL,sponsorship_relationship,3,138,2812.46,3,138,2812.46,46.00,98,85,375,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0049095,HH0049095,corporate_group,Decatur,AL,ticket_rep,4,141,2801.34,4,141,2801.34,35.25,98,85,142,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0042653,HH0042653,corporate_group,Madison,AL,ticket_rep,4,142,2720.75,4,142,2720.75,35.50,98,85,17,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0020936,HH0020936,corporate_group,Huntsville,AL,sponsorship_relationship,4,140,2711.54,4,140,2711.54,35.00,98,75,142,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0029433,HH0029433,corporate_group,Decatur,AL,sponsorship_relationship,4,138,2610.51,4,138,2610.51,34.50,98,85,3,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0031401,HH0031401,corporate_group,Madison,AL,sponsorship_relationship,4,138,2590.65,4,138,2590.65,34.50,98,85,383,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0083277,HH0083277,corporate_group,Huntsville,AL,group_sales_rep,3,141,2571.35,3,141,2571.35,47.00,98,85,1,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0004616,HH0004616,group_buyer,Meridianville,AL,group_sales_rep,5,138,2020.50,5,138,2020.50,27.60,98,85,736,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0003737,HH0003737,group_buyer,Madison,AL,community_event,5,138,1991.28,5,138,1991.28,27.60,98,85,478,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0014935,HH0014935,group_buyer,Huntsville,AL,group_sales_rep,6,140,1878.16,6,140,1878.16,23.33,98,85,156,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0043261,HH0043261,corporate_group,Huntsville,AL,sponsorship_relationship,3,136,2886.50,3,136,2886.50,45.33,97,85,32,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0017595,HH0017595,corporate_group,Huntsville,AL,ticket_rep,3,135,2875.97,3,135,2875.97,45.00,97,85,415,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0017150,HH0017150,corporate_group,Madison,AL,group_sales_rep,4,137,2778.64,4,137,2778.64,34.25,97,75,464,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0039563,HH0039563,corporate_group,Huntsville,AL,group_sales_rep,3,133,2696.20,3,133,2696.20,44.33,97,85,371,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0048052,HH0048052,corporate_group,Huntsville,AL,ticket_rep,3,136,2621.55,3,136,2621.55,45.33,97,75,91,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0041231,HH0041231,corporate_group,Huntsville,AL,group_sales_rep,3,133,2434.84,3,133,2434.84,44.33,97,85,158,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000390,HH0000390,group_buyer,Madison,AL,community_event,7,137,1959.18,7,137,1959.18,19.57,97,85,766,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0003501,HH0003501,group_buyer,Madison,AL,community_event,6,133,1911.32,6,133,1911.32,22.17,97,85,75,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002759,HH0002759,group_buyer,Athens,AL,website,8,135,1897.99,8,135,1897.99,16.88,97,85,382,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0005366,HH0005366,group_buyer,Huntsville,AL,group_sales_rep,7,135,1875.77,7,135,1875.77,19.29,97,75,16,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0008050,HH0008050,group_buyer,Decatur,AL,website,6,134,1872.81,6,134,1872.81,22.33,97,85,508,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001989,HH0001989,group_buyer,Athens,AL,website,5,135,1838.27,5,135,1838.27,27.00,97,85,477,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0027181,HH0027181,corporate_group,Madison,AL,group_sales_rep,3,130,2762.93,3,130,2762.93,43.33,96,85,87,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0040631,HH0040631,corporate_group,Madison,AL,group_sales_rep,3,131,2753.53,3,131,2753.53,43.67,96,85,163,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002224,HH0002224,corporate_group,Madison,AL,ticket_rep,3,130,2737.41,3,130,2737.41,43.33,96,85,844,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0028149,HH0028149,corporate_group,Huntsville,AL,sponsorship_relationship,4,130,2730.35,4,130,2730.35,32.50,96,85,18,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0026161,HH0026161,corporate_group,Madison,AL,ticket_rep,4,128,2656.52,4,128,2656.52,32.00,96,85,477,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0027350,HH0027350,corporate_group,Madison,AL,sponsorship_relationship,4,128,2641.65,4,128,2641.65,32.00,96,85,91,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0078878,HH0078878,corporate_group,Madison,AL,group_sales_rep,3,132,2547.72,3,132,2547.72,44.00,96,85,43,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0058596,HH0058596,corporate_group,Nashville,TN,ticket_rep,3,131,2466.92,3,131,2466.92,43.67,96,85,16,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0003833,HH0003833,corporate_group,Huntsville,AL,ticket_rep,4,130,2457.76,4,130,2457.76,32.50,96,75,798,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0032593,HH0032593,group_buyer,Madison,AL,community_event,5,132,1879.22,5,132,1879.22,26.40,96,85,106,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0014352,HH0014352,group_buyer,Madison,AL,website,4,129,1869.41,4,129,1869.41,32.25,96,85,154,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0033936,HH0033936,group_buyer,Huntsville,AL,community_event,5,131,1866.26,5,131,1866.26,26.20,96,75,109,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0006802,HH0006802,group_buyer,Huntsville,AL,group_sales_rep,6,132,1826.53,6,132,1826.53,22.00,96,85,130,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0001097,HH0001097,group_buyer,Huntsville,AL,website,5,129,1814.31,5,129,1814.31,25.80,96,85,508,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0013120,HH0013120,group_buyer,Huntsville,AL,group_sales_rep,5,132,1803.59,5,132,1803.59,26.40,96,75,159,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0003067,HH0003067,group_buyer,Huntsville,AL,website,5,128,1800.60,5,128,1800.60,25.60,96,85,465,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0030677,HH0030677,group_buyer,Huntsville,AL,community_event,5,129,1793.27,5,129,1793.27,25.80,96,85,85,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0004459,HH0004459,corporate_group,Madison,AL,sponsorship_relationship,5,127,2723.81,5,127,2723.81,25.40,95,85,477,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0025010,HH0025010,corporate_group,Huntsville,AL,ticket_rep,3,127,2643.84,3,127,2643.84,42.33,95,75,452,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0046748,HH0046748,corporate_group,Decatur,AL,ticket_rep,3,124,2626.75,3,124,2626.75,41.33,95,75,399,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0053898,HH0053898,corporate_group,Madison,AL,ticket_rep,3,127,2622.33,3,127,2622.33,42.33,95,85,128,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0039636,HH0039636,corporate_group,Chattanooga,TN,group_sales_rep,3,127,2596.39,3,127,2596.39,42.33,95,85,382,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0033810,HH0033810,corporate_group,Madison,AL,group_sales_rep,3,123,2578.44,3,123,2578.44,41.00,95,85,19,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0045416,HH0045416,corporate_group,Madison,AL,sponsorship_relationship,3,123,2473.55,3,123,2473.55,41.00,95,85,371,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0009027,HH0009027,corporate_group,Huntsville,AL,group_sales_rep,3,126,2469.43,3,126,2469.43,42.00,95,85,780,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0053128,HH0053128,corporate_group,Birmingham,AL,sponsorship_relationship,3,127,2456.91,3,127,2456.91,42.33,95,85,47,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0022029,HH0022029,corporate_group,Madison,AL,ticket_rep,3,126,2450.42,3,126,2450.42,42.00,95,85,382,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0006633,HH0006633,group_buyer,Chattanooga,TN,website,5,124,1893.56,5,124,1893.56,24.80,95,85,158,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002046,HH0002046,group_buyer,Huntsville,AL,group_sales_rep,7,125,1886.40,7,125,1886.40,17.86,95,85,91,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0011524,HH0011524,group_buyer,Decatur,AL,community_event,5,124,1835.03,5,124,1835.03,24.80,95,85,86,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0000933,HH0000933,group_buyer,Nashville,TN,group_sales_rep,7,127,1832.83,7,127,1832.83,18.14,95,85,801,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0008057,HH0008057,group_buyer,Nashville,TN,community_event,5,126,1817.10,5,126,1817.10,25.20,95,85,453,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0024779,HH0024779,group_buyer,Madison,AL,community_event,4,123,1806.92,4,123,1806.92,30.75,95,85,31,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002067,HH0002067,group_buyer,Madison,AL,website,5,124,1801.28,5,124,1801.28,24.80,95,85,768,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0051133,HH0051133,group_buyer,Nashville,TN,group_sales_rep,5,125,1800.77,5,125,1800.77,25.00,95,75,15,0,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,SMS
FAN0013562,HH0013562,group_buyer,Huntsville,AL,website,5,123,1772.36,5,123,1772.36,24.60,95,85,16,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0004373,HH0004373,group_buyer,Madison,AL,website,7,124,1752.69,7,124,1752.69,17.71,95,75,449,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0005775,HH0005775,group_buyer,Decatur,AL,website,5,124,1752.06,5,124,1752.06,24.80,95,85,491,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0052470,HH0052470,group_buyer,Huntsville,AL,group_sales_rep,5,124,1670.32,5,124,1670.32,24.80,95,85,16,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0047880,HH0047880,corporate_group,Madison,AL,sponsorship_relationship,3,122,2615.95,3,122,2615.95,40.67,94,85,141,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0009734,HH0009734,corporate_group,Athens,AL,group_sales_rep,4,122,2557.36,4,122,2557.36,30.50,94,85,108,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0015843,HH0015843,corporate_group,Chattanooga,TN,ticket_rep,3,118,2551.29,3,118,2551.29,39.33,94,85,505,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0005035,HH0005035,corporate_group,Birmingham,AL,group_sales_rep,4,120,2500.31,4,120,2500.31,30.00,94,85,478,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0006326,HH0006326,corporate_group,Harvest,AL,sponsorship_relationship,3,121,2485.70,3,121,2485.70,40.33,94,85,403,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0092548,HH0092548,corporate_group,Decatur,AL,sponsorship_relationship,3,119,2459.41,3,119,2459.41,39.67,94,85,32,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0002038,HH0002038,corporate_group,Huntsville,AL,ticket_rep,5,119,2456.24,5,119,2456.24,23.80,94,85,429,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0034953,HH0034953,corporate_group,Florence,AL,sponsorship_relationship,3,119,2445.10,3,119,2445.10,39.67,94,75,130,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0021933,HH0021933,corporate_group,Madison,AL,group_sales_rep,4,121,2436.18,4,121,2436.18,30.25,94,85,44,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0015043,HH0015043,corporate_group,Huntsville,AL,sponsorship_relationship,4,119,2415.88,4,119,2415.88,29.75,94,75,415,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0029585,HH0029585,corporate_group,Madison,AL,sponsorship_relationship,3,118,2378.74,3,118,2378.74,39.33,94,85,16,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0049795,HH0049795,corporate_group,Madison,AL,sponsorship_relationship,3,118,2372.10,3,118,2372.10,39.33,94,85,31,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0053029,HH0053029,corporate_group,Huntsville,AL,ticket_rep,4,120,2354.66,4,120,2354.66,30.00,94,85,371,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0022887,HH0022887,corporate_group,Nashville,TN,ticket_rep,3,121,2341.49,3,121,2341.49,40.33,94,85,520,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0079957,HH0079957,corporate_group,Huntsville,AL,ticket_rep,3,118,2315.27,3,118,2315.27,39.33,94,85,5,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
